t,v,s,f,q,station_name,station_id,latitude,longitude
2024-10-29 10:54,-0.569,0.069,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:00,-0.565,0.073,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:06,-0.564,0.068,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:12,-0.554,0.060,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:18,-0.542,0.063,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:24,-0.538,0.065,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:30,-0.536,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:36,-0.522,0.065,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:42,-0.519,0.068,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:48,-0.504,0.065,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 11:54,-0.492,0.061,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:00,-0.465,0.070,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:06,-0.449,0.069,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:12,-0.437,0.063,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:18,-0.420,0.065,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:24,-0.395,0.066,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:30,-0.366,0.073,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:36,-0.348,0.068,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:42,-0.325,0.062,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:48,-0.301,0.074,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 12:54,-0.279,0.050,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:00,-0.265,0.060,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:06,-0.236,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:12,-0.204,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:18,-0.174,0.055,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:24,-0.150,0.058,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:30,-0.116,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:36,-0.078,0.055,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:42,-0.059,0.058,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:48,-0.032,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 13:54,-0.002,0.061,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:00,0.021,0.062,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:06,0.044,0.068,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:12,0.074,0.069,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:18,0.110,0.061,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:24,0.141,0.061,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:30,0.171,0.055,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:36,0.196,0.061,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:42,0.220,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:48,0.248,0.072,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 14:54,0.276,0.055,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:00,0.307,0.063,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:06,0.334,0.063,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:12,0.364,0.061,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:18,0.386,0.057,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:24,0.410,0.064,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:30,0.433,0.067,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:36,0.465,0.058,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:42,0.489,0.067,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:48,0.519,0.067,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 15:54,0.538,0.054,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:00,0.565,0.057,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:06,0.589,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:12,0.602,0.063,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:18,0.623,0.058,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:24,0.642,0.065,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:30,0.657,0.065,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:36,0.671,0.057,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:42,0.694,0.053,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:48,0.714,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 16:54,0.722,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:00,0.731,0.057,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:06,0.739,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:12,0.739,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:18,0.734,0.071,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:24,0.740,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:30,0.749,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:36,0.744,0.050,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:42,0.748,0.050,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:48,0.738,0.044,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 17:54,0.715,0.049,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:00,0.696,0.049,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:06,0.691,0.045,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:12,0.685,0.038,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:18,0.689,0.044,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:24,0.680,0.043,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:30,0.670,0.047,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:36,0.644,0.045,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:42,0.625,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:48,0.606,0.045,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 18:54,0.570,0.058,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:00,0.548,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:06,0.526,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:12,0.499,0.048,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:18,0.460,0.063,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:24,0.424,0.050,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:30,0.398,0.048,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:36,0.361,0.064,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:42,0.319,0.066,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:48,0.283,0.065,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 19:54,0.241,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:00,0.200,0.053,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:06,0.166,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:12,0.131,0.053,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:18,0.090,0.061,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:24,0.043,0.060,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:30,-0.006,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:36,-0.052,0.049,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:42,-0.092,0.041,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:48,-0.127,0.051,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 20:54,-0.174,0.046,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:00,-0.210,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:06,-0.233,0.049,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:12,-0.267,0.057,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:18,-0.309,0.042,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:24,-0.338,0.053,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:30,-0.374,0.052,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:36,-0.413,0.069,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:42,-0.446,0.069,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:48,-0.473,0.062,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 21:54,-0.496,0.058,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:00,-0.522,0.070,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:06,-0.543,0.067,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:12,-0.556,0.061,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:18,-0.577,0.062,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:24,-0.605,0.072,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:30,-0.632,0.067,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:36,-0.653,0.051,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:42,-0.676,0.053,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:48,-0.676,0.049,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 22:54,-0.680,0.055,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:00,-0.681,0.048,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:06,-0.693,0.050,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:12,-0.710,0.064,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:18,-0.723,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:24,-0.726,0.062,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:30,-0.724,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:36,-0.726,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:42,-0.726,0.058,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:48,-0.730,0.052,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-29 23:54,-0.726,0.057,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:00,-0.724,0.058,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:06,-0.709,0.059,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:12,-0.691,0.062,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:18,-0.676,0.064,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:24,-0.672,0.053,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:30,-0.662,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:36,-0.658,0.054,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:42,-0.637,0.058,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:48,-0.620,0.057,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 00:54,-0.595,0.055,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:00,-0.572,0.064,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:06,-0.567,0.062,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:12,-0.559,0.063,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:18,-0.539,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:24,-0.513,0.054,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:30,-0.478,0.062,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:36,-0.455,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:42,-0.434,0.059,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:48,-0.408,0.055,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 01:54,-0.392,0.051,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:00,-0.359,0.061,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:06,-0.325,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:12,-0.295,0.051,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:18,-0.267,0.054,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:24,-0.236,0.059,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:30,-0.211,0.050,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:36,-0.180,0.058,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:42,-0.152,0.051,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:48,-0.130,0.055,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 02:54,-0.104,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:00,-0.069,0.059,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:06,-0.040,0.055,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:12,-0.019,0.055,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:18,-0.004,0.047,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:24,0.016,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:30,0.042,0.053,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:36,0.063,0.047,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:42,0.086,0.050,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:48,0.127,0.052,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 03:54,0.160,0.046,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:00,0.183,0.056,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:06,0.212,0.058,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:12,0.227,0.060,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:18,0.243,0.053,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:24,0.259,0.046,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:30,0.286,0.047,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:36,0.305,0.049,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:42,0.320,0.056,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:48,0.332,0.051,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 04:54,0.354,0.050,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:00,0.374,0.047,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:06,0.384,0.041,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:12,0.409,0.042,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:18,0.424,0.042,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:24,0.432,0.035,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:30,0.439,0.044,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:36,0.451,0.049,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:42,0.462,0.043,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:48,0.467,0.044,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 05:54,0.477,0.040,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:00,0.478,0.039,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:06,0.476,0.038,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:12,0.472,0.037,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:18,0.475,0.040,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:24,0.475,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:30,0.472,0.036,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:36,0.465,0.034,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:42,0.452,0.036,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:48,0.432,0.033,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 06:54,0.416,0.029,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:00,0.407,0.037,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:06,0.393,0.035,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:12,0.380,0.042,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:18,0.363,0.034,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:24,0.352,0.038,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:30,0.321,0.050,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:36,0.299,0.045,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:42,0.282,0.042,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:48,0.258,0.039,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 07:54,0.236,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:00,0.224,0.043,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:06,0.207,0.047,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:12,0.176,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:18,0.147,0.038,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:24,0.119,0.040,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:30,0.090,0.044,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:36,0.053,0.044,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:42,0.021,0.049,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:48,-0.014,0.054,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 08:54,-0.052,0.051,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:00,-0.084,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:06,-0.112,0.051,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:12,-0.139,0.048,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:18,-0.172,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:24,-0.199,0.049,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:30,-0.231,0.042,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:36,-0.264,0.043,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:42,-0.281,0.034,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:48,-0.302,0.037,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 09:54,-0.335,0.040,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:00,-0.356,0.040,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:06,-0.379,0.041,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:12,-0.387,0.041,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:18,-0.400,0.041,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:24,-0.419,0.051,"0,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:30,-0.441,0.040,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:36,-0.457,0.053,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:42,-0.469,0.050,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
2024-10-30 10:48,-0.473,0.050,"1,0,0,0",p,San Francisco,9414290,37.806306,-122.465889
